Unnamed: 0,n_filters_time,filter_time_length,n_filters_spat,pool_time_length,pool_time_stride,drop_prob,learning_rate_range,decay_range,accuracy
31,27,14,27,55,14,0.4,0.0725,0.0,68.59567901234568
32,47,10,43,75,16,0.6000000000000001,0.0925,0.0009,67.97839506172839
33,41,17,51,71,27,0.2,0.0325,0.0001125,68.1712962962963
34,54,16,45,74,24,0.7000000000000002,0.0325,0.0,71.79783950617285
35,54,34,49,73,22,0.2,0.0625,0.00045,69.09722222222223
36,42,25,29,82,13,0.8,0.0125,0.000675,73.14814814814814
37,29,20,43,71,24,0.5,0.0425,0.000225,70.83333333333333
38,30,27,32,67,18,0.2,0.0425,0.0007875,69.94598765432099
39,50,31,27,54,16,0.6000000000000001,0.0725,0.000675,68.3641975308642
40,29,33,32,73,15,0.8,0.0525,0.000225,69.7145061728395
41,27,14,27,58,17,0.6000000000000001,0.0825,0.0003375,67.7469135802469
42,38,12,40,56,21,0.7000000000000002,0.0525,0.0009,70.48611111111111
43,49,14,41,77,15,0.8,0.0425,0.000675,69.56018518518518
44,45,25,37,80,15,0.8,0.0825,0.00045,67.66975308641975
45,33,21,37,76,19,0.6000000000000001,0.0625,0.000225,69.9074074074074
46,44,15,38,52,19,0.7000000000000002,0.0325,0.000675,70.06172839506173
47,32,28,38,66,12,0.2,0.0325,0.0003375,68.71141975308643
48,39,28,30,61,10,0.3,0.0825,0.0001125,65.35493827160494
49,35,11,43,71,16,0.4,0.0825,0.00045,68.5570987654321
50,42,25,48,54,19,0.8,0.0725,0.0005625,69.02006172839506
51,46,21,43,59,16,0.7000000000000002,0.0325,0.000675,71.875
52,49,30,43,72,29,0.8,0.0725,0.00045,73.68827160493828
53,45,25,26,57,10,0.8,0.0625,0.000675,62.26851851851851
54,51,23,42,60,10,0.6000000000000001,0.0625,0.0003375,65.4320987654321
55,54,33,51,82,23,0.7000000000000002,0.0625,0.000225,70.17746913580247
56,29,11,35,70,24,0.2,0.0225,0.0005625,69.71450617283952
57,54,26,53,68,15,0.6000000000000001,0.0625,0.0001125,68.5185185185185
58,29,17,52,60,10,0.7000000000000002,0.0825,0.0,65.08487654320987
59,35,22,52,55,17,0.6000000000000001,0.0325,0.0001125,70.64043209876543
60,54,14,35,69,16,0.8,0.0625,0.0001125,67.09104938271606
61,38,18,42,56,10,0.3,0.0525,0.0007875,67.74691358024691
62,48,23,35,62,24,0.5,0.0825,0.0009,69.40586419753087
63,51,12,52,62,14,0.7000000000000002,0.0425,0.0009,71.29629629629629
64,45,17,34,78,26,0.7000000000000002,0.0525,0.000225,71.60493827160494
65,31,33,35,57,10,0.7000000000000002,0.0425,0.0009,69.29012345679013
66,52,29,28,71,26,0.6000000000000001,0.0925,0.0007875,69.67592592592592
67,46,11,28,64,15,0.3,0.0525,0.00045,68.01697530864197
68,38,25,49,54,25,0.5,0.0425,0.0001125,71.25771604938272
69,34,34,45,66,13,0.6000000000000001,0.0425,0.0005625,69.48302469135803
70,42,18,33,65,29,0.8,0.0525,0.00045,73.6496913580247
71,28,14,28,65,11,0.4,0.0925,0.0005625,65.97222222222221
72,35,17,53,70,20,0.6000000000000001,0.0725,0.0001125,70.40895061728395
73,30,28,26,61,24,0.4,0.0425,0.0009,70.13888888888889
74,28,33,39,71,27,0.8,0.0325,0.000675,75.73302469135803
75,52,22,53,61,13,0.5,0.0525,0.0005625,69.05864197530863
76,39,12,39,57,21,0.8,0.0825,0.000225,68.13271604938272
77,25,29,43,79,18,0.3,0.0125,0.0009,72.72376543209876
78,50,21,29,66,16,0.6000000000000001,0.0125,0.0001125,72.80092592592592
79,47,31,27,73,11,0.2,0.0225,0.000675,71.75925925925927
80,35,11,28,82,28,0.6000000000000001,0.0525,0.0,72.95524691358025
81,48,11,39,74,19,0.4,0.0325,0.000225,69.29012345679013
82,41,25,26,69,15,0.3,0.0725,0.0003375,68.71141975308643
83,39,29,40,68,20,0.5,0.0725,0.000225,70.3317901234568
84,38,25,43,52,18,0.5,0.0425,0.0005625,70.79475308641975
85,31,32,27,68,17,0.3,0.0925,0.0,65.625
86,34,12,44,82,28,0.2,0.0725,0.0003375,69.29012345679013
87,54,22,43,51,25,0.6000000000000001,0.0725,0.0007875,69.59876543209877
88,25,19,46,50,26,0.8,0.0625,0.000675,70.87191358024693
89,26,35,44,70,21,0.6000000000000001,0.0225,0.00045,71.99074074074073
90,49,14,38,71,21,0.6000000000000001,0.0525,0.0007875,68.98148148148147
91,29,33,45,53,12,0.2,0.0425,0.0003375,67.55401234567901
92,50,19,43,64,21,0.7000000000000002,0.0625,0.0005625,69.21296296296296
93,35,17,40,57,25,0.2,0.0425,0.0009,67.63117283950618
94,25,33,27,61,24,0.7000000000000002,0.0825,0.000225,70.71759259259258
95,44,25,50,65,21,0.5,0.0625,0.0001125,69.56018518518519
96,35,23,29,82,12,0.6000000000000001,0.0325,0.000225,70.94907407407408
97,41,19,42,81,18,0.2,0.0925,0.0001125,68.94290123456791
98,38,24,45,59,19,0.7000000000000002,0.0625,0.000675,68.3641975308642
99,46,24,39,50,16,0.3,0.0425,0.000675,69.5216049382716
100,42,20,28,78,10,0.6000000000000001,0.0425,0.0,67.70833333333333
0,40,25,40,75,15,0.5,0.0625,0.0,73.72
1,31,35,41,70,13,0.7000000000000002,0.0325,0.000225,71.68209876543209
2,53,32,44,56,15,0.6000000000000001,0.0625,0.0003375,68.5570987654321
3,50,23,37,71,12,0.4,0.0325,0.000675,69.75308641975309
4,41,15,31,60,14,0.6000000000000001,0.0425,0.0001125,70.13888888888889
5,48,26,26,61,16,0.4,0.0325,0.000675,69.52160493827161
6,37,33,26,50,18,0.4,0.0225,0.00045,71.33487654320987
7,35,10,36,70,16,0.2,0.0925,0.0007875,68.09413580246914
8,41,34,27,66,23,0.2,0.0625,0.0,67.28395061728394
9,39,15,40,53,18,0.4,0.0325,0.000225,70.83333333333333
10,37,21,28,70,24,0.5,0.0725,0.0007875,69.94598765432097
11,40,19,37,52,17,0.8,0.0425,0.000675,68.75
12,49,11,25,67,20,0.2,0.0725,0.0,68.47993827160494
13,27,22,27,64,12,0.3,0.0125,0.0003375,71.75925925925927
14,29,32,42,56,14,0.8,0.0125,0.00045,74.30555555555556
15,38,31,32,50,11,0.6000000000000001,0.0525,0.0005625,66.01080246913581
16,32,24,40,54,14,0.8,0.0125,0.0001125,72.22222222222221
17,51,11,33,75,27,0.7000000000000002,0.0825,0.00045,70.52469135802468
18,40,30,42,64,21,0.2,0.0125,0.000675,69.67592592592592
19,36,13,29,65,18,0.5,0.0425,0.0007875,69.1358024691358
20,44,14,48,52,12,0.3,0.0225,0.0001125,69.94598765432099
21,43,17,51,66,21,0.4,0.0925,0.000225,69.40586419753087
22,44,23,53,56,15,0.6000000000000001,0.0725,0.0009,69.36728395061728
23,37,12,43,80,15,0.5,0.0525,0.0001125,69.29012345679013
24,40,15,53,76,18,0.2,0.0825,0.00045,68.55709876543212
25,43,11,53,82,28,0.8,0.0425,0.0001125,74.26697530864197
26,26,33,28,55,22,0.7000000000000002,0.0725,0.0001125,70.33179012345678
27,47,16,37,81,13,0.8,0.0225,0.00045,70.48611111111111
28,54,29,32,66,27,0.2,0.0625,0.000675,68.44135802469134
29,53,17,30,77,29,0.4,0.0725,0.0001125,71.72067901234567
30,26,28,25,61,11,0.6000000000000001,0.0625,0.0007875,65.77932098765433
31,42,30,36,71,17,0.3,0.0925,0.0003375,68.51851851851852
32,49,33,48,72,28,0.6000000000000001,0.0225,0.0005625,73.30246913580248
33,43,22,25,75,20,0.3,0.0925,0.0005625,66.35802469135803
34,45,12,50,55,17,0.8,0.0625,0.0005625,67.82407407407408
35,32,34,27,69,20,0.5,0.0325,0.0005625,71.29629629629629
36,30,35,26,60,11,0.3,0.0725,0.000225,64.81481481481481
37,26,27,35,61,12,0.3,0.0425,0.0001125,70.679012345679
38,41,29,27,73,15,0.6000000000000001,0.0225,0.0003375,72.0679012345679
39,25,33,53,75,11,0.5,0.0725,0.0001125,68.44135802469135
40,32,10,27,67,20,0.5,0.0725,0.0,69.67592592592592
41,34,15,26,79,24,0.4,0.0225,0.0003375,72.68518518518518
42,53,11,34,66,26,0.7000000000000002,0.0525,0.000675,71.83641975308642
43,32,10,50,79,22,0.4,0.0725,0.0001125,70.13888888888887
44,46,35,25,79,28,0.4,0.0425,0.0,71.10339506172839
45,31,11,51,71,20,0.5,0.0625,0.000675,70.13888888888887
46,42,11,31,70,26,0.8,0.0925,0.0005625,68.09413580246914
47,42,27,46,70,20,0.5,0.0825,0.0,68.63425925925925
48,40,11,25,64,16,0.5,0.0725,0.0003375,68.59567901234567
49,36,26,27,69,13,0.6000000000000001,0.0425,0.0005625,70.10030864197532
50,50,25,26,66,26,0.2,0.0925,0.0007875,67.09104938271605
51,31,15,37,56,23,0.7000000000000002,0.0525,0.000225,71.79783950617283
52,45,21,37,66,22,0.6000000000000001,0.0725,0.0009,70.17746913580248
53,29,28,45,56,23,0.4,0.0525,0.000675,70.25462962962962
54,35,27,30,80,24,0.7000000000000002,0.0125,0.00045,73.80401234567903
55,51,21,52,56,27,0.8,0.0325,0.0009,73.03240740740742
56,39,28,42,75,11,0.7000000000000002,0.0125,0.0009,73.37962962962962
57,25,14,44,55,19,0.3,0.0725,0.00045,69.9074074074074
58,32,22,45,75,16,0.6000000000000001,0.0625,0.0001125,68.32561728395062
59,31,13,31,60,10,0.8,0.0425,0.0005625,66.24228395061728
60,25,18,25,71,10,0.5,0.0125,0.0007875,73.0324074074074
61,40,23,39,73,20,0.5,0.0225,0.000675,71.83641975308642
62,42,32,53,81,13,0.5,0.0425,0.0007875,70.64043209876542
63,36,33,46,71,27,0.2,0.0525,0.000675,69.3287037037037
64,42,23,49,68,13,0.8,0.0425,0.0,70.1003086419753
65,31,10,33,77,23,0.5,0.0125,0.00045,72.72376543209877
66,36,10,33,72,13,0.3,0.0125,0.00045,70.2932098765432
67,41,11,47,71,24,0.3,0.0425,0.0,69.1358024691358
68,41,25,40,61,17,0.8,0.0425,0.0005625,69.67592592592592
69,33,15,25,62,10,0.8,0.0325,0.00045,68.86574074074075
70,35,22,46,63,17,0.7000000000000002,0.0325,0.0005625,71.02623456790123
71,26,33,27,57,21,0.6000000000000001,0.0125,0.00045,73.34104938271606
72,34,32,40,63,28,0.3,0.0525,0.0007875,69.75308641975307
73,54,17,35,67,23,0.4,0.0225,0.00045,71.29629629629629
74,29,21,53,60,25,0.2,0.0625,0.0005625,68.28703703703704
75,54,11,53,55,15,0.7000000000000002,0.0625,0.0,69.59876543209877
76,36,13,38,80,15,0.8,0.0525,0.000225,69.44444444444444
77,49,22,50,56,27,0.4,0.0625,0.0001125,69.09722222222221
78,36,11,53,62,23,0.7000000000000002,0.0625,0.0003375,71.06481481481482
79,51,16,38,77,25,0.4,0.0225,0.0005625,70.25462962962962
80,41,26,52,73,13,0.7000000000000002,0.0425,0.000225,69.98456790123457
81,30,13,46,72,17,0.5,0.0525,0.0001125,69.59876543209879
82,54,18,31,54,22,0.7000000000000002,0.0225,0.0001125,71.99074074074073
83,37,26,47,59,10,0.3,0.0225,0.0003375,71.41203703703702
84,28,25,38,55,20,0.6000000000000001,0.0225,0.000675,71.72067901234568
85,51,31,40,58,27,0.2,0.0725,0.0,69.71450617283952
86,46,14,37,61,27,0.4,0.0625,0.00045,69.09722222222223
87,42,11,38,56,26,0.5,0.0325,0.000675,70.87191358024691
88,27,19,25,52,27,0.6000000000000001,0.0725,0.0,71.33487654320987
89,45,18,43,52,28,0.6000000000000001,0.0425,0.0003375,72.87808641975307
90,39,13,52,58,22,0.7000000000000002,0.0925,0.0009,70.98765432098766
91,34,34,27,73,17,0.4,0.0825,0.0005625,67.9783950617284
92,51,24,27,56,14,0.4,0.0125,0.0007875,71.60493827160494
93,50,25,48,75,21,0.2,0.0125,0.00045,70.64043209876543
94,35,15,25,68,17,0.5,0.0425,0.0009,69.52160493827161
95,32,24,53,51,11,0.3,0.0925,0.000225,66.93672839506172
96,47,19,37,67,29,0.7000000000000002,0.0625,0.0005625,74.22839506172838
97,39,32,35,80,17,0.7000000000000002,0.0325,0.00045,70.71759259259258
98,34,33,27,68,29,0.6000000000000001,0.0125,0.00045,75.03858024691357
99,53,28,37,66,23,0.6000000000000001,0.0325,0.0009,71.83641975308642
100,47,31,42,62,24,0.2,0.0625,0.000675,68.24845679012346
0,40,25,40,75,15,0.5,0.0625,0.0,73.72
1,39,13,27,52,29,0.3,0.0725,0.0,71.33487654320987
2,39,11,30,55,20,0.3,0.0325,0.0003375,70.9104938271605
3,54,34,34,53,15,0.7000000000000002,0.0625,0.0003375,69.29012345679013
4,41,22,51,72,17,0.3,0.0225,0.0009,70.1003086419753
5,40,17,36,75,21,0.8,0.0625,0.0007875,71.41203703703704
6,47,29,42,54,22,0.6000000000000001,0.0425,0.0003375,70.44753086419753
7,42,13,45,60,19,0.5,0.0425,0.000675,70.60185185185186
8,53,28,53,80,18,0.5,0.0525,0.000225,69.67592592592592
9,52,34,25,81,17,0.5,0.0725,0.00045,69.05864197530865
10,44,23,42,60,16,0.2,0.0825,0.0003375,65.39351851851852
11,34,24,53,68,20,0.6000000000000001,0.0925,0.0005625,69.36728395061728
12,25,28,39,74,11,0.2,0.0225,0.0003375,70.75617283950618
13,29,33,52,65,20,0.7000000000000002,0.0325,0.0007875,72.99382716049382
14,28,19,28,81,28,0.5,0.0125,0.0,72.95524691358024
15,37,23,34,56,21,0.4,0.0125,0.0003375,71.91358024691357
16,50,10,51,69,29,0.3,0.0225,0.0003375,70.64043209876543
17,35,18,47,78,24,0.2,0.0425,0.0003375,68.3641975308642
18,25,29,41,73,13,0.3,0.0925,0.0007875,68.05555555555557
19,44,12,41,75,22,0.2,0.0825,0.0007875,69.75308641975306
20,47,15,31,56,23,0.7000000000000002,0.0925,0.00045,68.51851851851853
21,26,31,42,57,10,0.2,0.0925,0.000675,64.62191358024693
22,25,21,31,52,22,0.4,0.0925,0.0,68.44135802469135
23,36,10,50,51,16,0.2,0.0125,0.0001125,70.37037037037037
24,38,34,45,68,15,0.7000000000000002,0.0225,0.000225,71.72067901234567
25,37,17,51,81,21,0.6000000000000001,0.0125,0.0003375,72.53086419753087
26,51,29,41,68,27,0.2,0.0525,0.0005625,69.44444444444446
27,54,35,37,80,19,0.5,0.0825,0.000675,69.05864197530865
28,40,29,43,72,27,0.2,0.0325,0.0003375,68.13271604938272
29,28,32,50,73,10,0.3,0.0425,0.0003375,71.83641975308642
30,46,30,35,73,23,0.6000000000000001,0.0225,0.0,72.76234567901234
31,37,23,26,69,15,0.3,0.0825,0.00045,66.58950617283952
32,46,13,27,76,12,0.5,0.0925,0.000675,66.35802469135803
33,51,20,46,62,16,0.6000000000000001,0.0325,0.0001125,70.79475308641976
34,44,21,47,73,22,0.8,0.0725,0.000225,69.94598765432099
35,38,23,32,70,13,0.6000000000000001,0.0225,0.0,71.95216049382717
36,34,10,31,69,24,0.8,0.0525,0.0009,70.83333333333333
37,44,29,37,51,16,0.6000000000000001,0.0725,0.0003375,66.62808641975309
38,49,20,40,67,10,0.6000000000000001,0.0325,0.0007875,69.94598765432099
39,53,35,25,73,29,0.3,0.0625,0.000675,71.91358024691357
40,47,31,37,69,23,0.8,0.0425,0.0009,72.02932098765432
41,40,28,33,70,23,0.7000000000000002,0.0725,0.0007875,70.25462962962962
42,28,21,26,50,11,0.7000000000000002,0.0125,0.0,73.14814814814815
43,40,29,25,82,24,0.2,0.0625,0.0003375,67.16820987654322
44,25,34,39,80,23,0.6000000000000001,0.0925,0.0003375,69.98456790123457
45,48,28,28,79,11,0.5,0.0325,0.0,70.7175925925926
46,31,14,49,61,12,0.6000000000000001,0.0625,0.0001125,67.70833333333333
47,51,19,33,78,12,0.5,0.0325,0.0009,71.33487654320987
48,54,16,25,73,28,0.7000000000000002,0.0225,0.0,74.84567901234568
49,25,13,42,70,22,0.7000000000000002,0.0725,0.0007875,68.9429012345679
50,27,35,30,73,15,0.3,0.0825,0.0,68.24845679012346
51,28,30,33,79,13,0.5,0.0225,0.0007875,71.4891975308642
52,35,20,29,60,12,0.7000000000000002,0.0825,0.0007875,66.12654320987654
53,52,13,30,61,28,0.7000000000000002,0.0525,0.0007875,73.84259259259258
54,45,10,26,68,29,0.7000000000000002,0.0225,0.000225,75.7716049382716
55,30,25,43,76,19,0.2,0.0325,0.000225,69.52160493827161
56,27,10,39,78,27,0.4,0.0825,0.00045,70.06172839506172
57,48,23,50,81,12,0.2,0.0325,0.00045,69.21296296296296
58,54,35,41,76,21,0.6000000000000001,0.0425,0.0001125,70.4861111111111
59,35,34,34,69,28,0.7000000000000002,0.0625,0.0003375,73.45679012345677
60,45,18,41,64,17,0.2,0.0625,0.0009,68.44135802469137
61,42,16,29,61,23,0.6000000000000001,0.0325,0.0001125,72.45370370370371
62,37,14,49,69,29,0.5,0.0525,0.00045,72.45370370370371
63,25,31,52,57,20,0.4,0.0125,0.0001125,71.02623456790123
64,44,20,46,60,25,0.5,0.0625,0.000225,70.44753086419753
65,35,25,35,51,15,0.8,0.0625,0.000225,66.31944444444444
66,53,34,31,77,19,0.2,0.0225,0.0003375,70.02314814814815
67,37,26,47,54,15,0.2,0.0225,0.000225,70.71759259259258
68,27,19,44,77,14,0.8,0.0325,0.0007875,71.64351851851852
69,37,20,27,58,13,0.5,0.0825,0.0,67.36111111111111
70,46,22,44,53,18,0.6000000000000001,0.0725,0.0001125,68.71141975308643
71,53,29,39,52,15,0.3,0.0225,0.0009,69.29012345679013
72,48,17,26,58,29,0.4,0.0425,0.0001125,72.4537037037037
73,41,28,48,73,27,0.6000000000000001,0.0825,0.0009,72.45370370370371
74,34,24,30,60,22,0.5,0.0825,0.0,68.90432098765432
75,47,15,41,79,18,0.3,0.0925,0.0007875,69.3287037037037
76,42,31,26,50,24,0.8,0.0925,0.00045,67.93981481481481
77,31,13,45,70,27,0.2,0.0325,0.0003375,67.59259259259258
78,27,22,51,59,29,0.3,0.0825,0.0001125,69.48302469135803
79,39,13,41,56,28,0.4,0.0825,0.000675,72.64660493827161
80,53,20,45,74,28,0.5,0.0525,0.000675,72.10648148148148
81,26,14,38,52,24,0.7000000000000002,0.0125,0.0005625,73.8425925925926
82,31,21,36,59,16,0.5,0.0325,0.0001125,70.06172839506173
83,51,15,53,79,17,0.3,0.0525,0.0001125,69.25154320987656
84,47,32,51,71,22,0.2,0.0625,0.0003375,68.01697530864197
85,46,18,36,64,15,0.6000000000000001,0.0925,0.0003375,66.93672839506172
86,45,10,53,75,22,0.4,0.0725,0.0005625,69.48302469135803
87,31,24,27,81,10,0.3,0.0125,0.00045,73.26388888888889
88,33,28,38,75,21,0.2,0.0625,0.0005625,69.63734567901234
89,41,34,45,68,22,0.2,0.0225,0.000225,68.32561728395062
90,28,17,48,67,12,0.7000000000000002,0.0425,0.0,68.86574074074075
91,32,27,36,54,26,0.7000000000000002,0.0325,0.0005625,72.64660493827161
92,40,20,31,52,29,0.3,0.0225,0.0009,71.75925925925925
93,34,10,53,52,12,0.4,0.0125,0.0007875,70.64043209876542
94,39,27,46,78,14,0.7000000000000002,0.0625,0.000675,70.56327160493828
95,30,31,39,62,15,0.4,0.0825,0.000225,67.5925925925926
96,33,21,32,58,15,0.3,0.0925,0.000675,66.55092592592592
97,33,16,50,52,22,0.2,0.0625,0.0005625,67.78549382716048
98,26,17,45,57,17,0.5,0.0825,0.0,69.75308641975307
99,31,17,29,75,17,0.6000000000000001,0.0525,0.0001125,70.25462962962962
100,40,32,30,66,24,0.8,0.0925,0.0007875,67.66975308641975
0,40,25,40,75,15,0.5,0.0625,0.0,73.72
1,49,14,51,66,15,0.2,0.0325,0.0005625,68.51851851851852
2,34,29,28,68,29,0.5,0.0925,0.0005625,72.6466049382716
3,53,24,39,74,21,0.7000000000000002,0.0825,0.0007875,69.86882716049382
4,28,16,47,80,20,0.8,0.0925,0.0003375,67.86265432098764
5,44,32,44,54,24,0.6000000000000001,0.0225,0.000225,72.45370370370372
6,39,35,26,61,25,0.5,0.0725,0.000675,68.82716049382715
7,30,29,38,78,21,0.4,0.0525,0.0,70.1003086419753
8,30,21,31,62,13,0.3,0.0725,0.000225,68.67283950617282
9,46,34,32,73,21,0.4,0.0625,0.0003375,68.90432098765432
10,36,17,43,52,10,0.5,0.0525,0.0005625,68.67283950617282
11,54,33,49,76,14,0.2,0.0125,0.000675,70.56327160493828
12,45,19,26,53,18,0.5,0.0225,0.0003375,70.75617283950618
13,46,20,27,70,24,0.5,0.0625,0.0005625,70.10030864197532
14,27,20,32,72,22,0.6000000000000001,0.0925,0.00045,70.52469135802468
15,31,25,45,56,28,0.4,0.0225,0.0001125,70.60185185185185
16,54,22,44,53,18,0.8,0.0425,0.0,68.86574074074073
17,47,30,42,58,22,0.8,0.0925,0.0003375,69.36728395061728
18,40,24,25,65,24,0.4,0.0125,0.00045,72.37654320987654
19,48,30,29,57,19,0.2,0.0425,0.0005625,70.06172839506172
20,35,10,31,77,25,0.5,0.0825,0.0005625,69.86882716049382
21,39,12,27,72,10,0.7000000000000002,0.0625,0.0003375,67.74691358024691
22,40,16,35,54,12,0.2,0.0725,0.000675,65.66358024691358
23,35,16,37,59,27,0.6000000000000001,0.0325,0.000675,72.18364197530865
24,33,29,29,76,16,0.4,0.0725,0.0005625,69.1358024691358
25,33,16,38,65,10,0.2,0.0125,0.0,71.21913580246913
26,29,29,47,51,15,0.7000000000000002,0.0525,0.000225,70.13888888888887
27,42,25,52,81,15,0.8,0.0925,0.0007875,66.0108024691358
28,36,16,37,50,21,0.3,0.0125,0.0001125,70.17746913580247
29,29,18,47,63,18,0.7000000000000002,0.0925,0.0001125,69.63734567901234
30,32,11,53,58,23,0.5,0.0325,0.00045,72.02932098765432
31,42,28,25,67,29,0.6000000000000001,0.0225,0.0003375,75.07716049382715
32,36,27,37,58,27,0.8,0.0825,0.0001125,68.47993827160492
33,46,18,27,65,20,0.7000000000000002,0.0825,0.00045,67.36111111111111
34,31,24,28,51,14,0.8,0.0125,0.0005625,72.4537037037037
35,27,25,53,65,14,0.8,0.0225,0.0,72.45370370370371
36,51,20,51,69,26,0.3,0.0325,0.0009,69.63734567901234
37,54,17,39,82,13,0.7000000000000002,0.0925,0.000225,64.08179012345678
38,42,19,46,51,15,0.5,0.0825,0.0005625,67.86265432098766
39,44,35,29,75,19,0.6000000000000001,0.0125,0.0,72.68518518518518
40,43,16,41,82,10,0.3,0.0125,0.0,71.21913580246913
41,28,18,48,65,23,0.3,0.0925,0.000675,67.93981481481481
42,51,11,35,55,19,0.2,0.0225,0.0,68.90432098765432
43,46,33,51,67,19,0.7000000000000002,0.0325,0.000225,71.4891975308642
44,40,10,52,82,26,0.6000000000000001,0.0125,0.0,72.53086419753087
45,32,32,34,56,13,0.4,0.0625,0.0003375,67.74691358024693
46,42,11,52,56,29,0.4,0.0425,0.0009,70.98765432098767
47,27,10,37,68,15,0.3,0.0625,0.0,68.3641975308642
48,33,18,28,73,10,0.7000000000000002,0.0825,0.000225,63.42592592592593
49,46,12,31,77,26,0.4,0.0625,0.0003375,70.60185185185186
50,35,13,42,64,21,0.5,0.0925,0.0009,69.52160493827162
51,41,17,25,60,21,0.6000000000000001,0.0925,0.0007875,68.51851851851852
52,33,25,31,72,14,0.2,0.0725,0.000225,68.01697530864197
53,45,16,37,76,18,0.7000000000000002,0.0625,0.0001125,69.98456790123457
54,43,23,31,53,22,0.4,0.0925,0.0009,68.32561728395062
55,44,12,30,78,11,0.7000000000000002,0.0725,0.0007875,67.39969135802468
56,35,27,51,79,28,0.5,0.0225,0.0,72.72376543209876
57,27,18,48,75,12,0.6000000000000001,0.0125,0.000675,72.10648148148147
58,37,28,44,54,28,0.5,0.0125,0.0009,73.07098765432099
59,28,33,44,56,20,0.8,0.0225,0.0,72.87808641975309
60,34,29,32,58,26,0.6000000000000001,0.0825,0.00045,70.60185185185185
61,45,31,51,72,14,0.3,0.0525,0.0007875,68.24845679012346
62,44,21,41,78,15,0.6000000000000001,0.0325,0.0005625,70.67901234567901
63,44,31,34,67,22,0.6000000000000001,0.0725,0.0001125,70.17746913580247
64,50,33,39,50,22,0.2,0.0625,0.0001125,69.32870370370371
65,53,22,27,51,21,0.8,0.0325,0.0005625,70.67901234567903
66,34,14,35,62,24,0.7000000000000002,0.0525,0.00045,70.9104938271605
67,54,30,44,67,21,0.6000000000000001,0.0625,0.0001125,70.25462962962962
68,44,23,33,56,22,0.7000000000000002,0.0225,0.0003375,73.07098765432099
69,27,14,53,56,27,0.2,0.0725,0.000675,68.86574074074073
70,25,12,25,62,11,0.4,0.0825,0.0001125,66.47376543209876
71,48,28,37,55,10,0.2,0.0225,0.0007875,69.9074074074074
72,52,31,30,77,15,0.8,0.0625,0.000675,69.1358024691358
73,49,25,50,63,26,0.6000000000000001,0.0125,0.0,72.68518518518519
74,45,27,52,73,14,0.6000000000000001,0.0625,0.0001125,68.59567901234567
75,36,22,27,60,22,0.2,0.0325,0.000675,69.21296296296298
76,37,17,38,80,20,0.2,0.0425,0.0005625,70.56327160493828
77,35,25,35,59,14,0.2,0.0925,0.0009,66.16512345679013
78,54,29,34,82,22,0.2,0.0825,0.0003375,67.51543209876543
79,29,20,35,67,16,0.6000000000000001,0.0325,0.000225,71.37345679012347
80,46,29,28,59,24,0.2,0.0625,0.0003375,69.7145061728395
81,37,19,38,67,22,0.2,0.0125,0.0009,71.75925925925927
